# graph_idx node_start node_count edge_start edge_count y_value
603	12726	35	26948	74	0
604	12761	21	27022	46	0
605	12782	33	27068	72	0
608	12861	34	27234	74	0
610	12918	22	27352	48	0
612	12960	40	27438	84	0
620	13124	12	27758	24	0
623	13176	16	27866	34	0
625	13207	23	27932	52	0
633	13332	30	28198	66	0
638	13407	33	28350	72	0
643	13490	15	28514	30	0
646	13540	16	28610	36	0
647	13556	21	28646	44	0
648	13577	22	28690	46	0
651	13645	34	28832	74	0
652	13679	37	28906	82	0
653	13716	26	28988	58	0
654	13742	22	29046	50	1
655	13764	33	29096	76	0
657	13837	16	29258	32	0
658	13853	26	29290	60	0
659	13879	24	29350	58	0
669	14073	36	29766	84	0
670	14109	28	29850	66	0
671	14137	26	29916	62	0
672	14163	41	29978	104	0
676	14245	40	30166	96	1
677	14285	30	30262	68	0
680	14380	23	30468	52	0
692	14599	43	30922	100	0
693	14642	14	31022	30	0
696	14692	32	31128	66	0
697	14724	23	31194	48	0
700	14778	16	31306	36	0
703	14833	18	31424	40	0
704	14851	21	31464	48	0
705	14872	20	31512	46	0
706	14892	22	31558	50	0
707	14914	26	31608	58	0
711	14993	17	31780	36	0
720	15163	20	32142	42	0
721	15183	22	32184	48	0
723	15224	19	32270	42	0
726	15299	51	32426	112	0
732	15482	21	32834	46	0
734	15522	16	32918	34	0
735	15538	25	32952	54	0
736	15563	25	33006	54	0
737	15588	23	33060	50	0
738	15611	24	33110	54	0
749	15796	22	33498	48	0
752	15861	23	33636	48	0
759	16022	25	33970	56	0
769	16223	39	34400	92	0
771	16286	59	34546	130	0
772	16345	59	34676	132	0
773	16404	41	34808	88	0
775	16474	14	34952	30	0
777	16502	18	35008	40	0
778	16520	17	35048	36	0
779	16537	20	35084	42	0
788	16763	25	35550	52	0
791	16815	18	35658	40	0
792	16833	28	35698	64	0
803	17017	32	36092	66	0
804	17049	15	36158	32	0
805	17064	15	36190	32	0
812	17180	38	36438	86	0
823	17408	25	36928	54	0
824	17433	18	36982	38	0
829	17541	22	37216	50	0
830	17563	26	37266	60	0
834	17650	19	37452	40	0
836	17691	30	37538	66	0
837	17721	11	37604	22	0
838	17732	28	37626	64	0
840	17781	27	37736	60	0
841	17808	22	37796	50	0
842	17830	24	37846	52	0
843	17854	28	37898	64	0
844	17882	24	37962	54	0
854	18087	30	38406	62	0
856	18139	24	38514	52	0
858	18186	25	38616	54	0
872	18482	22	39232	50	0
875	18540	32	39356	72	0
876	18572	14	39428	28	0
880	18667	18	39612	34	0
882	18694	33	39664	72	0
883	18727	54	39736	118	0
884	18781	24	39854	50	0
885	18805	19	39904	44	0
898	19049	32	40422	68	0
901	19123	42	40576	86	0
904	19204	33	40744	74	0
905	19237	18	40818	38	0
906	19255	18	40856	42	0
910	19326	16	41008	36	0
911	19342	22	41044	48	0
912	19364	22	41092	50	0
913	19386	32	41142	66	0
914	19418	15	41208	32	0
915	19433	15	41240	32	0
916	19448	25	41272	52	0
919	19501	23	41382	52	0
920	19524	14	41434	30	0
922	19569	12	41528	26	0
924	19597	16	41588	34	0
926	19629	20	41656	46	0
930	19715	30	41838	68	0
932	19757	28	41932	66	0
933	19785	23	41998	50	0
934	19808	40	42048	86	0
935	19848	32	42134	68	0
937	19888	24	42218	50	0
942	19982	19	42414	42	0
943	20001	18	42456	40	0
948	20073	10	42602	22	0
950	20099	15	42658	32	0
953	20157	26	42786	56	0
954	20183	30	42842	68	0
955	20213	25	42910	56	0
957	20259	22	43010	48	0
959	20300	6	43098	12	0
964	20374	18	43246	40	0
969	20518	13	43550	26	0
970	20531	14	43576	32	0
971	20545	9	43608	20	0
972	20554	10	43628	22	0
979	20689	31	43926	68	0
983	20776	21	44112	50	0
986	20831	12	44238	26	0
987	20843	19	44264	42	0
991	20947	13	44488	28	0
995	21005	19	44612	42	0
998	21054	23	44716	48	0
1001	21098	26	44802	54	0
1005	21183	29	44976	66	0
1006	21212	22	45042	46	0
1010	21284	8	45196	16	0
1011	21292	24	45212	52	0
1012	21316	21	45264	48	0
1014	21351	10	45344	24	0
1024	21535	43	45740	100	0
1029	21660	15	46008	32	0
1031	21699	26	46094	58	0
1038	21812	27	46322	60	0
1040	21870	45	46450	96	0
1041	21915	11	46546	24	0
1042	21926	21	46570	44	0
1050	22089	9	46910	20	0
1053	22142	14	47026	32	0
1054	22156	21	47058	46	0
1055	22177	21	47104	46	0
1057	22218	17	47192	36	0
1060	22256	29	47266	64	0
1062	22301	17	47360	40	0
1063	22318	7	47400	14	0
1065	22335	16	47434	36	0
1068	22388	13	47548	28	0
1069	22401	10	47576	22	0
1072	22445	12	47668	28	0
1073	22457	9	47696	18	0
1078	22548	21	47880	48	0
1079	22569	25	47928	52	0
1080	22594	23	47980	48	0
1081	22617	41	48028	92	0
1083	22673	22	48148	48	0
1084	22695	20	48196	42	0
1093	22858	13	48540	28	0
1097	22925	13	48682	28	0
1100	22973	21	48788	48	0
1111	23180	13	49224	30	0
1112	23193	18	49254	42	0
1121	23341	25	49564	54	0
1132	23587	16	50090	36	0
1137	23670	10	50260	22	0
1141	23768	12	50474	26	0
1142	23780	14	50500	30	0
1146	23839	22	50618	44	0
1147	23861	12	50662	26	0
1148	23873	18	50688	42	0
1159	24150	19	51284	40	0
1166	24300	14	51588	30	0
1167	24314	14	51618	30	0
1168	24328	34	51648	74	0
1169	24362	39	51722	88	0
1170	24401	28	51810	60	0
1174	24476	20	51966	46	0
1176	24516	20	52058	46	0
1182	24644	12	52334	32	0
1192	24824	11	52726	24	0
1193	24835	22	52750	50	0
1206	25318	34	53796	68	0
1207	25352	17	53864	38	0
1208	25369	29	53902	66	0
1212	25477	20	54134	46	1
1214	25515	38	54214	84	0
1215	25553	50	54298	112	0
1216	25603	34	54410	78	0
1217	25637	22	54488	46	0
1221	25742	28	54714	58	0
1224	25811	19	54854	40	0
1226	25848	16	54928	34	0
1232	25967	48	55180	108	0
1235	26083	15	55438	32	0
1236	26098	16	55470	34	0
1237	26114	15	55504	34	0
1238	26129	21	55538	50	0
1240	26170	9	55632	20	0
1243	26215	19	55724	42	0
1244	26234	23	55766	50	0
1246	26269	31	55842	68	0
1252	26389	19	56098	42	0
1259	26566	17	56466	36	0
1264	26680	56	56712	124	0
1271	26866	12	57120	26	0
1279	27020	28	57440	62	0
1281	27058	20	57522	42	0
1292	27236	26	57872	56	0
1300	27334	14	58062	30	0
1301	27348	12	58092	26	0
1303	27368	84	58132	182	0
1305	27467	21	58346	46	0
1310	27569	21	58558	44	0
1322	27792	19	59024	42	1
1338	28087	40	59650	94	0
1352	28406	50	60324	106	0
1357	28530	37	60600	86	0
1375	29049	66	61700	146	0
1377	29155	28	61932	60	0
1378	29183	32	61992	72	0
1381	29239	22	62114	46	0
1388	29357	29	62360	64	0
1394	29498	18	62658	38	0
1395	29516	25	62696	56	0
1416	29917	9	63516	18	0
1418	29941	18	63566	38	0
1420	29968	21	63620	48	0
1422	30007	56	63702	116	0
1424	30083	13	63860	28	0
1425	30096	54	63888	118	0
1427	30162	23	64032	52	0
1428	30185	16	64084	34	0
1430	30215	16	64148	34	0
1431	30231	16	64182	34	0
1435	30293	14	64312	30	0
1452	30606	23	64978	50	0
1454	30661	23	65096	50	0
1455	30684	23	65146	50	0
1456	30707	28	65196	62	0
1458	30759	16	65306	34	0
1462	30829	23	65454	52	0
1463	30852	32	65506	68	0
1466	30909	22	65626	52	0
1476	31063	47	65960	104	0
1477	31110	46	66064	100	0
1478	31156	36	66164	78	0
1482	31262	43	66396	94	1
1484	31328	22	66534	46	0
1487	31406	15	66688	34	0
1488	31421	12	66722	26	0
1491	31465	14	66814	30	0
1492	31479	15	66844	32	0
1497	31564	13	67016	28	0
1499	31597	19	67086	40	0
1500	31616	44	67126	96	0
1501	31660	27	67222	64	0
1504	31721	13	67360	26	0
1505	31734	43	67386	96	0
1510	31839	23	67612	50	1
1512	31886	29	67714	66	0
1513	31915	44	67780	94	0
1528	32336	41	68686	90	1
1532	32504	50	69052	110	1
1534	32606	50	69274	110	1
1535	32656	61	69384	134	1
1536	32717	17	69518	36	0
1546	32889	20	69882	42	0
1551	32999	19	70120	38	0
1552	33018	14	70158	30	0
1558	33136	22	70404	48	0
1559	33158	31	70452	68	0
1561	33198	121	70536	250	0
1563	33349	26	70852	60	0
1564	33375	26	70912	56	0
1565	33401	13	70968	28	0
1566	33414	36	70996	78	0
1570	33521	30	71218	66	0
1571	33551	37	71284	80	1
1572	33588	42	71364	92	1
1573	33630	40	71456	88	0
1575	33707	55	71624	118	1
1578	33847	45	71924	100	1
1580	33944	46	72138	104	1
1581	33990	54	72242	118	0
1582	34044	54	72360	118	0
1583	34098	56	72478	122	1
1584	34154	58	72600	126	1
1587	34327	56	72976	124	1
1589	34430	63	73202	138	1
1594	34575	22	73518	48	0
1598	34632	14	73632	32	0
1611	34875	12	74146	24	0
1612	34887	60	74170	132	0
1616	34991	23	74392	50	0
1617	35014	24	74442	52	0
1620	35074	27	74570	58	0
1623	35178	14	74796	30	0
1631	35340	38	75140	84	0
1635	35421	14	75312	32	0
1640	35507	21	75498	46	0
1645	35607	13	75714	28	0
1646	35620	22	75742	48	0
1653	35762	13	76048	30	0
1654	35775	21	76078	48	0
1655	35796	59	76126	124	0
1656	35855	26	76250	56	0
1661	35970	8	76492	18	0
1663	36003	26	76564	58	0
1667	36073	18	76716	40	0
1678	36340	24	77294	48	0
1680	36394	14	77408	30	0
1682	36421	14	77466	30	0
1683	36435	31	77496	72	0
1687	36507	49	77652	108	0
1689	36576	20	77802	44	0
1690	36596	26	77846	56	0
1691	36622	38	77902	84	0
1692	36660	27	77986	58	0
1693	36687	18	78044	40	0
1696	36732	19	78140	44	0
1699	36826	25	78350	60	0
1702	36890	13	78500	30	0
1704	36912	32	78546	72	0
1705	36944	40	78618	84	0
1706	36984	18	78702	38	0
1707	37002	15	78740	36	0
1711	37065	25	78880	60	0
1712	37090	30	78940	70	0
1713	37120	39	79010	84	0
1714	37159	38	79094	82	0
1715	37197	8	79176	18	0
1717	37220	14	79224	32	0
1719	37256	38	79304	86	0
1721	37311	21	79426	46	0
1724	37368	20	79546	46	0
1725	37388	16	79592	34	0
1726	37404	17	79626	38	0
1727	37421	30	79664	68	0
1733	37575	20	80002	42	0
1735	37605	12	80062	24	0
1737	37631	38	80116	82	0
1738	37669	21	80198	46	0
1740	37699	22	80262	50	0
1742	37735	20	80342	46	0
1747	37830	13	80540	28	0
1749	37856	15	80594	32	0
1750	37871	18	80626	38	0
1751	37889	22	80664	46	0
1757	38001	31	80898	68	0
1759	38064	27	81034	62	0
1763	38160	22	81240	46	0
1764	38182	25	81286	54	0
1765	38207	36	81340	78	0
1766	38243	27	81418	60	0
1768	38299	26	81540	54	0
1775	38451	18	81850	40	0
1779	38515	45	81982	96	0
1781	38580	27	82118	60	0
1784	38631	31	82226	70	0
1785	38662	16	82296	36	0
1787	38696	20	82368	44	0
1789	38733	21	82448	46	0
1791	38777	21	82544	48	0
1794	38828	20	82650	46	0
1797	38891	11	82784	24	0
1799	38919	9	82844	20	0
1800	38928	26	82864	62	0
1806	39069	28	83164	60	0
1807	39097	14	83224	30	0
1808	39111	17	83254	36	0
1809	39128	24	83290	52	0
1811	39171	21	83384	46	0
1813	39213	19	83476	42	0
1814	39232	23	83518	52	0
1816	39276	32	83612	66	0
1818	39350	62	83764	130	0
1819	39412	13	83894	28	0
1820	39425	20	83922	44	0
1822	39470	29	84020	62	0
1823	39499	25	84082	56	0
1824	39524	11	84138	24	0
1830	39595	20	84286	44	0
1831	39615	10	84330	22	0
1838	39778	17	84678	36	0
1841	39835	35	84796	72	0
1842	39870	37	84868	78	0
1844	39946	35	85026	80	0
1847	40021	11	85190	24	0
1848	40032	20	85214	42	0
1849	40052	27	85256	58	0
1850	40079	11	85314	24	0
1856	40209	23	85580	54	0
1857	40232	20	85634	46	0
1858	40252	18	85680	38	0
1861	40303	18	85788	40	0
1862	40321	20	85828	46	0
1863	40341	11	85874	22	0
1866	40393	28	85984	64	0
1869	40458	13	86126	28	0
1871	40506	12	86228	24	0
1876	40663	25	86582	60	0
1880	40735	27	86736	60	0
1882	40786	26	86848	58	0
1885	40866	29	87022	64	0
1886	40895	12	87086	26	0
1889	40938	13	87180	32	0
1890	40951	26	87212	56	0
1891	40977	26	87268	56	0
1897	41136	27	87602	58	0
1903	41261	24	87872	52	0
1904	41285	27	87924	62	0
1907	41393	24	88160	50	0
1910	41457	21	88290	48	0
1912	41496	26	88376	54	0
1913	41522	27	88430	60	0
1915	41587	47	88572	102	1
1916	41634	18	88674	36	0
1917	41652	21	88710	46	0
1923	41765	46	88938	94	0
1924	41811	12	89032	26	0
1926	41842	22	89100	50	0
1931	41951	27	89340	58	0
1933	41997	24	89436	52	0
1940	42125	32	89710	68	0
1942	42170	22	89804	46	0
1944	42201	16	89868	34	0
1948	42273	11	90018	22	0
1950	42302	10	90080	20	0
1954	42352	48	90182	104	0
1955	42400	22	90286	48	0
1956	42422	29	90334	58	0
1961	42498	14	90488	34	0
1962	42512	26	90522	56	0
1964	42550	30	90600	62	0
1967	42612	19	90730	42	0
1970	42663	12	90840	28	0
1971	42675	18	90868	38	0
1975	42800	49	91138	108	0
1981	43054	27	91696	58	0
1984	43123	37	91838	76	0
1985	43160	25	91914	58	0
1988	43234	25	92080	58	0
1989	43259	16	92138	34	0
1990	43275	30	92172	68	0
1991	43305	46	92240	98	0
1993	43376	42	92390	96	0
1997	43523	9	92706	20	0
1998	43532	10	92726	24	0
2000	43557	28	92782	58	0
2002	43607	58	92888	128	0
2009	43766	19	93216	40	0
2010	43785	21	93256	44	0
2013	43846	30	93382	64	0
2015	43932	72	93558	160	0
2023	44129	42	93982	86	0
2024	44171	39	94068	80	0
2025	44210	18	94148	38	1
2026	44228	25	94186	54	0
2031	44333	34	94412	78	0
2035	44422	21	94610	50	0
2038	44510	33	94796	70	0
2039	44543	23	94866	52	0
2041	44578	13	94942	30	0
2042	44591	11	94972	22	0
2046	44664	13	95122	28	0
2047	44677	13	95150	28	0
2048	44690	16	95178	34	0
2050	44725	18	95248	38	0
2059	44898	17	95604	40	0
2065	44979	22	95770	52	0
2070	45127	23	96098	54	0
2072	45174	15	96204	30	0
2076	45239	26	96336	56	0
2077	45265	14	96392	30	0
2079	45305	26	96480	60	0
2081	45344	11	96566	24	0
2082	45355	11	96590	22	0
2083	45366	11	96612	24	0
2087	45434	27	96756	60	0
2088	45461	31	96816	70	0
2091	45552	51	97012	116	0
2094	45627	11	97176	24	0
2096	45656	28	97238	60	0
2097	45684	48	97298	106	0
2098	45732	23	97404	52	0
2102	45825	20	97608	46	0
2103	45845	33	97654	72	0
2109	45963	17	97904	36	0
2110	45980	19	97940	40	0
2114	46061	17	98104	36	0
2116	46089	42	98162	96	0
2117	46131	22	98258	48	0
2120	46209	30	98426	66	0
2123	46274	31	98564	66	0
2124	46305	34	98630	78	0
2125	46339	22	98708	48	0
2126	46361	33	98756	74	0
2137	46605	33	99290	76	0
2138	46638	14	99366	30	0
2150	46829	15	99760	32	0
2151	46844	11	99792	24	0
2153	46875	40	99858	88	0
2157	46964	32	100050	72	0
2158	46996	35	100122	78	1
2160	47041	40	100218	82	0
2163	47105	20	100350	42	0
2166	47164	23	100480	54	0
2170	47240	20	100642	44	0
2174	47322	16	100818	34	0
2177	47408	25	100996	60	0
2178	47433	27	101056	58	0
2180	47473	18	101140	38	0
2182	47505	30	101208	64	0
2187	47646	82	101514	184	1
2189	47763	39	101776	86	0
2190	47802	34	101862	76	1
2191	47836	35	101938	78	1
2192	47871	34	102016	76	1
2196	47960	18	102208	36	0
2198	47990	37	102266	84	0
2199	48027	26	102350	58	0
2201	48066	11	102432	24	0
2204	48103	60	102512	126	0
2206	48181	24	102674	58	0
2208	48215	19	102752	42	0
2213	48314	23	102968	52	1
2214	48337	21	103020	46	0
2215	48358	22	103066	48	0
2221	48465	20	103294	44	0
2222	48485	19	103338	42	0
2225	48550	40	103480	90	0
2226	48590	10	103570	22	0
2229	48655	59	103710	124	0
2231	48757	42	103926	92	0
2232	48799	29	104018	60	0
2233	48828	24	104078	52	0
2236	48886	15	104200	32	0
2237	48901	10	104232	20	0
2241	48958	29	104352	64	0
2245	49040	23	104530	50	0
2247	49092	13	104644	30	0
2252	49199	33	104874	72	0
2254	49241	28	104962	60	0
2257	49331	17	105156	38	0
2258	49348	21	105194	48	0
2260	49391	23	105290	52	0
2276	49852	23	106254	54	0
2277	49875	28	106308	66	0
2279	49914	19	106398	42	1
2286	50085	14	106760	30	0
2288	50106	28	106804	64	0
2293	50214	13	107044	28	0
2294	50227	20	107072	44	0
2295	50247	20	107116	44	0
2297	50287	20	107204	46	0
2299	50327	52	107296	112	0
2300	50379	44	107408	96	0
2301	50423	56	107504	122	1
2303	50537	57	107752	124	1
2305	50657	56	108014	122	1
2308	50833	57	108400	124	1
2310	50911	17	108564	38	0
2312	50954	44	108658	92	0
2324	51183	20	109138	44	0
2331	51321	20	109442	44	0
2358	52055	33	111052	72	0
2366	52198	19	111364	42	0
2368	52240	17	111456	34	0
2371	52294	17	111564	38	0
2372	52311	15	111602	32	0
2375	52360	8	111706	16	0
2376	52368	22	111722	48	0
2377	52390	22	111770	50	0
2382	52470	21	111942	44	0
2385	52524	11	112052	22	0
2390	52655	32	112334	68	0
2391	52687	52	112402	116	0
2394	52791	19	112630	42	0
2397	52848	20	112746	42	0
2399	52886	21	112824	46	0
2400	52907	30	112870	64	0
2401	52937	23	112934	48	0
2412	53203	44	113498	98	0
2415	53285	19	113676	42	0
2418	53347	17	113806	38	0
2420	53373	32	113860	74	0
2422	53425	40	113978	88	0
2423	53465	40	114066	88	1
2424	53505	36	114154	80	0
2425	53541	37	114234	82	0
2426	53578	24	114316	54	1
2431	53686	19	114550	40	0
2438	53833	31	114856	68	0
2439	53864	16	114924	34	0
2440	53880	22	114958	48	0
2441	53902	64	115006	144	0
2444	54018	8	115258	18	0
2446	54036	13	115296	28	0
2447	54049	16	115324	36	0
2462	54450	14	116168	32	0
2463	54464	20	116200	44	0
2465	54504	54	116288	120	0
2467	54598	43	116496	94	0
2471	54748	26	116816	58	0
2477	54884	28	117104	62	0
2478	54912	24	117166	50	0
2479	54936	22	117216	48	0
2482	55002	30	117360	68	0
2483	55032	29	117428	66	0
2484	55061	26	117494	58	0
2489	55165	11	117720	22	0
2492	55216	16	117830	36	0
2493	55232	32	117866	78	0
2495	55289	23	117992	48	0
2502	55439	38	118314	84	0
2504	55512	38	118476	84	0
2505	55550	10	118560	22	0
2506	55560	32	118582	72	0
2509	55634	27	118742	60	0
2510	55661	32	118802	70	1
2512	55727	16	118942	34	0
2513	55743	23	118976	54	0
2514	55766	19	119030	44	0
2516	55841	14	119198	30	0
2517	55855	28	119228	60	0
2519	55906	25	119336	52	0
2523	55987	11	119502	24	0
2524	55998	54	119526	122	0
2526	56074	29	119694	64	0
2533	56237	24	120030	56	0
2539	56364	24	120308	52	0
2540	56388	18	120360	38	0
2541	56406	30	120398	68	0
2546	56536	37	120678	80	0
2547	56573	10	120758	22	0
2549	56601	10	120818	20	0
2552	56643	21	120898	44	0
2554	56688	15	120992	32	0
2562	56850	18	121334	40	0
2564	56894	29	121424	62	0
2565	56923	20	121486	46	0
2566	56943	40	121532	84	0
2568	57004	27	121662	60	0
2577	57207	31	122090	68	0
2580	57265	28	122210	62	1
2581	57293	15	122272	34	0
2582	57308	16	122306	34	0
2586	57395	22	122494	50	0
2587	57417	8	122544	16	0
2589	57444	17	122600	36	0
2591	57481	22	122678	46	0
2593	57515	28	122748	62	0
2596	57599	34	122928	72	0
2603	57728	28	123196	64	0
2605	57791	32	123336	74	0
2607	57842	34	123446	72	0
2610	57907	16	123580	34	0
2611	57923	34	123614	76	0
2620	58146	38	124098	84	0
2621	58184	38	124182	84	0
2622	58222	15	124266	32	0
2624	58257	29	124338	64	0
2625	58286	29	124402	66	0
2628	58359	23	124560	50	0
2629	58382	24	124610	52	0
2631	58421	22	124694	48	0
2632	58443	34	124742	74	0
2633	58477	34	124816	72	0
2634	58511	20	124888	44	0
2636	58549	22	124970	48	0
2637	58571	31	125018	64	0
2638	58602	24	125082	50	0
2639	58626	29	125132	70	0
2641	58674	38	125238	84	1
2644	58739	14	125376	32	0
2646	58776	18	125458	40	0
2651	58843	36	125606	80	1
2654	58924	20	125782	42	0
2658	59021	47	125984	98	0
2659	59068	13	126082	28	0
2660	59081	18	126110	40	0
2662	59114	17	126176	38	0
2665	59158	36	126268	78	0
2666	59194	20	126346	48	0
2678	59433	20	126840	44	0
2679	59453	32	126884	70	0
2685	59594	25	127174	52	0
2687	59650	40	127290	86	0
2688	59690	12	127376	28	0
2690	59732	22	127464	50	0
2692	59779	14	127568	32	0
2702	59918	24	127846	50	0
2704	59967	19	127948	40	0
2705	59986	25	127988	52	0
2708	60055	18	128134	38	0
2711	60127	22	128292	46	0
2712	60149	18	128338	42	0
2718	60329	22	128730	48	0
2720	60375	24	128828	52	0
2721	60399	31	128880	66	0
2722	60430	27	128946	64	0
2724	60490	29	129082	72	0
2725	60519	53	129154	116	0
2729	60624	24	129380	52	0
2733	60709	27	129568	60	0
2736	60798	27	129758	60	0
2741	60913	34	130000	76	0
2742	60947	39	130076	88	0
2743	60986	21	130164	44	0
2747	61054	39	130300	92	0
2749	61113	30	130438	66	0
2754	61211	12	130648	26	0
2756	61248	17	130724	36	0
2757	61265	8	130760	16	0
2758	61273	40	130776	86	0
2761	61418	13	131092	28	0
2765	61499	25	131268	58	0
2766	61524	55	131326	122	0
2769	61622	17	131540	38	0
2770	61639	35	131578	78	0
2771	61674	12	131656	26	0
2772	61686	10	131682	22	0
2773	61696	18	131704	42	0
2774	61714	30	131746	70	0
2775	61744	58	131816	128	1
2778	61832	13	132006	28	0
2779	61845	24	132034	54	0
2780	61869	17	132088	36	0
2781	61886	33	132124	76	0
2782	61919	22	132200	48	0
2783	61941	22	132248	48	0
2785	61980	28	132332	64	0
2786	62008	36	132396	80	0
2788	62068	15	132522	32	0
2795	62214	22	132822	48	0
2796	62236	29	132870	70	0
2797	62265	30	132940	72	0
2799	62307	32	133038	72	0
2800	62339	22	133110	50	0
2801	62361	22	133160	48	0
2802	62383	24	133208	54	0
2803	62407	27	133262	62	0
2804	62434	24	133324	54	0
2806	62494	48	133458	106	0
2812	62662	21	133822	48	0
2816	62749	37	134016	80	0
2817	62786	17	134096	38	0
2823	62938	15	134430	32	0
2827	63024	15	134612	30	0
2838	63252	34	135090	74	0
2850	63527	28	135682	62	0
2851	63555	32	135744	70	0
2857	63677	17	136008	38	0
2858	63694	21	136046	48	0
2865	63802	26	136282	62	0
2866	63828	48	136344	104	0
2869	63945	38	136598	84	0
2871	63998	23	136714	50	0
2872	64021	12	136764	26	0
2877	64133	22	137006	48	0
2883	64263	33	137290	72	0
2887	64366	31	137508	72	0
2889	64428	46	137648	104	0
2890	64474	18	137752	42	0
2899	64703	47	138270	100	1
2900	64750	47	138370	102	1
2904	64963	54	138828	118	1
2905	65017	55	138946	120	1
2907	65130	56	139190	122	1
